nct_id,criterion,label
NCT01689766,"Any of the following criteria will make the patient ineligible to participate in this study:

  1. Patient is pregnant or breastfeeding.
  2. Patient is simultaneously participating in another investigational drug study, excluding the follow-up phase.
  3. Patient has received an investigational agent or therapeutic chemotherapy within 7 days prior to enrollment.
  4. Patient is unable to tolerate conditions for radionuclide imaging.
  5. Patient has been administered another radiopharmaceutical that would interfere with the assessment of Technetium Tc 99m EC20.",exclusion
NCT00231166,Clinical Diagnosis of MM requiring treatment,inclusion
NCT00231166,At least one prior treatment regimen,inclusion
NCT00231166,Prior Allogeneic bone marrow transplant (prior autologous transplant allowed),exclusion
NCT00231166,Intracranial disease or epidural disease,exclusion
NCT00231166,Clinically significant cardiac dysfunction or other significant organ dysfunction,exclusion
NCT02899117,Parents and children (ages 8-18) undergoing treatment (chemotherapy and/or radiation therapy) for cancer.,inclusion
NCT02899117,"Cancer diagnosis, between the ages of 8-18 year, English speaking, and medically cleared to participate in yoga.",inclusion
NCT02899117,"Parents will be eligible if they are over 18 years old, English speaking, and physically able to participate in yoga.",inclusion
NCT02899117,Children and parents not meeting inclusion criteria,exclusion
NCT02227940,Arm 1: histologically or cytologically confirmed solid tumors that are advanced that gemcitabine-based treatment is considered a clinically appropriate option,inclusion
NCT02227940,Arm 2: histologically or cytologically confirmed adenocarcinoma of the pancreas that is locally advanced or metastatic,inclusion
NCT02227940,Arm 3: histologically or cytologically confirmed solid tumors that are advanced that gemcitabine plus cisplatin treatment is considered a clinically appropriate option,inclusion
NCT02227940,"Arms 1E, 2E and 3E: solid tumor that demonstrate anaplastic lymphoma kinase (ALK) positivity; ALK positivity can be assessed using the assays below, and documentation of ALK positivity using one of the tests below is required

  * Fluorescence in situ hybridization (FISH) test for ALK positivity using the Food and Drug Administration (FDA)-approved FISH test (Abbott Molecular Inc), using Vysis breakapart probes (defined as 15% or more positive tumor cells); OR
  * Harboring a confirmed ALK positivity, as determined by positivity to the Ventana immunohistochemistry (IHC) assay",inclusion
NCT02227940,Arms 1E: previously treated with and progressed on gemcitabine-containing therapy,inclusion
NCT02227940,"Arms 1, 2, 3: patients should have clinically measurable or evaluable malignant disease",inclusion
NCT02227940,"Arms 1E, 2E, 3E: patients with at least one measurable site of disease as defined by Response Evaluation Criteria in Solid Tumors (RECIST) criteria version 1.1 that have not been previously irradiated",inclusion
NCT02227940,Eastern Cooperative Oncology Group (ECOG) performance status =\< 1,inclusion
NCT02227940,"Absolute neutrophil count (ANC) \>= 1,500 cells/mm\^3 (system international \[SI\] units 1.5 x 10\^9/L)",inclusion
NCT02227940,"Platelets \>= 100,000 cells/mm\^3 (SI units 100 x 10\^9/L)",inclusion
NCT02227940,Hemoglobin \>= 9 g/dL (SI units 90 g/L) (in the absence of transfusion within 24 hours prior to dosing),inclusion
NCT02227940,"Aspartate aminotransferase (AST)/serum glutamic oxaloacetic transaminase (SGOT) and alanine aminotransferase (ALT)/serum glutamate pyruvate transaminase (SGPT) =\< 3 x upper limit of normal (ULN); in patients with known hepatic involvement, AST and ALT =\< 5 x ULN are allowed",inclusion
NCT02227940,Calculated or measured creatinine clearance (CrCL) \>= 60 mL/min using modified Cockcroft and Gault formula,inclusion
NCT02227940,International normalized ratio (INR) =\< 1.5; (anticoagulation is allowed if target INR =\< 1.5 on a stable dose of warfarin or on a stable dose of low molecular weight \[LMW\] heparin for \> 2 weeks at the first dose of study agent),inclusion
NCT02227940,"If urinalysis shows proteinuria, 24 hour urine collection is to be performed and the 24 hour urine protein is to be \< 2 grams to be eligible",inclusion
NCT02227940,"Willing and able to comply with scheduled visits, treatment plan and laboratory tests",inclusion
NCT02227940,Ability to understand and willingness to sign a written informed consent; a signed informed consent must be obtained prior to any study specific procedures,inclusion
NCT02227940,Patient must consent to the use of their archival tumor tissue for protocol use if available,inclusion
NCT02227940,"Arms 2, 2E, 3, 3E: patients who previously received \> 2 lines of systemic chemotherapy for advanced or metastatic disease",exclusion
NCT02227940,Previous pelvic radiation affecting \>= 25% of the bone marrow; patients who received whole pelvic radiation are excluded,exclusion
NCT02227940,"Patients who have received the last administration of an anti-cancer therapy including chemotherapy, immunotherapy, hormonal therapy and monoclonal antibodies (but excluding nitrosourea, mitomycin-C, targeted therapy and radiation) =\< 4 weeks prior to starting study drug",exclusion
NCT02227940,Patients who have received the last administration of nitrosourea or mitomycin-C =\< 6 weeks prior to starting study drug,exclusion
NCT02227940,"Patients who have had radiotherapy =\< 4 weeks prior to starting study drug, or =\< 2 weeks prior to starting study drug in the case of localized radiotherapy (e.g., for analgesic purpose or for lytic lesions at risk of fracture)",exclusion
NCT02227940,"Patients who have received targeted therapy (e.g., sunitinib, sorafenib, pazopanib), except ALK inhibitors, =\< 2 weeks prior to starting study drug",exclusion
NCT02227940,Patients who have residual toxicity(-ities) from previous anti-cancer treatment(s) that is/are clinically significant or \> grade 1 are excluded; those whose toxicity(-ities) improved to grade 1 or better will be eligible,exclusion
NCT02227940,The patient is less than 5 half-lives from prior ALK inhibitor or targeted therapy (for adequate wash-out) without recovery from treatment toxicities to \< grade 1 or to their pre-treatment levels,exclusion
NCT02227940,"Patients with known history of extensive disseminated bilateral interstitial fibrosis or interstitial lung disease, including a history of pneumonitis, hypersensitivity pneumonitis, interstitial pneumonia, obliterative bronchiolitis, and clinically significant radiation pneumonitis (i.e., affecting activities of daily living or requiring therapeutic intervention)",exclusion
NCT02227940,"Patients who have undergone major surgery (e.g. intra-thoracic, intra-abdominal or intra-pelvic), open biopsy or significant traumatic injury =\< 4 weeks prior to starting study drug, or patients who have had minor procedures, percutaneous biopsies or placement of vascular access device =\< 1 week prior to starting study drug, or who have not recovered from side effects of such procedure or injury",exclusion
NCT02227940,Known hypersensitivity or infusion reaction to cisplatin and gemcitabine,exclusion
NCT02227940,"Patients with known hypersensitivity to any of the excipients of ceritinib (microcrystalline cellulose, mannitol, crospovidone, colloidal silicon dioxide and magnesium stearate)",exclusion
NCT02227940,"Receiving medications that meet one of the following criteria and that cannot be discontinued at least 1 week prior to the start of treatment with ceritinib and for the duration of participation:

  * Medication with a known risk of prolonging the QT interval or inducing torsades de pointes
  * Strong inhibitors or strong inducers of cytochrome P450, family 3, subfamily A, polypeptide 4 (CYP3A4)/5
  * Medications with a low therapeutic index that are primarily metabolized by CYP3A4/5, cytochrome P450, family 2, subfamily C, polypeptide 8 (CYP2C8) and/or cytochrome P450, family 2, subfamily C, polypeptide 9 (CYP2C9)
  * Therapeutic doses (defined as doses need to achieve target INR \> 1.5) of warfarin sodium (Coumadin) or any other Coumadin-derived anti-coagulant; anticoagulants not derived from warfarin are allowed (e.g., dabigatran, rivaroxaban, apixaban)
  * Unstable or increasing doses of corticosteroids
  * Enzyme-inducing anticonvulsive agents
  * Herbal supplements",exclusion
NCT02227940,"Any of the following concurrent severe and/or uncontrolled medical conditions which could compromise participation in the study; impaired cardiac function or clinically significant cardiac diseases, including any of the following:

  * Unstable angina within 6 months prior to screening
  * Myocardial infarction within 6 months prior to screening
  * History of documented congestive heart failure (New York Heart Association functional classification III - IV)
  * Uncontrolled hypertension defined by a systolic blood pressure (SBP) \>= 160 mm Hg and/or diastolic blood pressure (DBP) \>= 100 mm Hg, with or without antihypertensive medication
  * Initiation or adjustment of antihypertensive medication(s) is allowed prior to screening
  * Ventricular arrhythmias; supraventricular and nodal arrhythmias not controlled with medication
  * Other cardiac arrhythmia not controlled with medication
  * Corrected QT (QTc) \> 450 msec using Fridericia correction on the screening electrocardiogram (ECG)",exclusion
NCT02227940,"Any active gastrointestinal (GI) impairment which, in the opinion of the investigator, would impair or alter the absorption of ceritinib (e.g., ulcerative colitis, or Crohn's disease)",exclusion
NCT02227940,"Ongoing GI adverse events \> grade 2 (e.g., nausea, vomiting, or diarrhea) at the start of the study",exclusion
NCT02227940,"History of alcoholism, drug addiction, or any psychiatric or psychological condition which, in the opinion of the investigator, would impair study compliance",exclusion
NCT02227940,"Other concurrent severe and/or uncontrolled concomitant medical conditions (e.g., active or uncontrolled infection) that could cause unacceptable safety risks or compromise compliance with the protocol",exclusion
NCT02227940,Pregnant or breast-feeding women,exclusion
NCT02227940,"Women of child-bearing potential, defined as sexually mature women who have not undergone a hysterectomy or who have not been naturally postmenopausal for at least 12 consecutive months (e.g., who has had menses any time in the preceding 12 consecutive months), must have a negative serum pregnancy test =\< 3 days prior to starting study treatment",exclusion
NCT02227940,"Women of child-bearing potential, who are biologically able to conceive, not employing 2 forms of highly effective contraception; male not using at least at least one form of highly effective contraception will be excluded; highly effective contraception (e.g. male condom with spermicide, diaphragm with spermicide, intra-uterine device) must be used by both sexes during the study and must be continued for 3 months after the end of study treatment; oral, implantable, or injectable contraceptives may be affected by cytochrome P450 interactions, and are therefore not considered effective for this study",exclusion
NCT02227940,Patients with untreated brain metastases or who have signs/symptoms attributable to brain metastases and have not been assessed with radiologic imaging to rule out the presence of brain metastases; patients with brain metastases that have been definitively treated and on stable or decreasing dose of steroid within 4 weeks of starting study treatment will be eligible,exclusion
NCT04158440,Having sufficient understanding of this study and being willing to sign the informed consent form (ICF);,inclusion
NCT04158440,"Aged 18-70 years, male or female;",inclusion
NCT04158440,"Treatment-naive, histologically confirmed resectable, stage II, IIIA, IIIB (N2) (AJCC staging system, version 8) NSCLC; cTNM stage can be confirmed through PET-CT or pathological biopsy; resectable stage II non-small cell lung cancer is defined as eligible for radical resection evaluated by a qualified thoracic surgeon; resectable stage III is defined as the resectable and potential resectable according to the Chinese expert consensus on the multidisciplinary diagnosis and treatment for stage III non-small cell lung cancer (2019)in which resectable includes IIIA(N0-1), partial N2 with single-station mediastinal lymph node metastasis and the short diameter of lymph node\<2 cm， partial T4 (satellite nodules in the adjacent lobe) N1 and potential resectable includes partial stage IIIA and IIIB with the short diameter of single-station N2 mediastinal lymph node\<3 cm, other potentially resectable T3 or T4 central tumor ; Any suspected lesions which could change the TNM stage, such as contralateral mediastinal lymph node, supraclavicular lymph mode, solid/sub-solid pulmonary node and non-isolated ground glass opacity (GGO), pathological confirmation is strongly recommended.",inclusion
NCT04158440,Measurable lesions based on the response evaluation criteria in solid tumors version 1.1;,inclusion
NCT04158440,"Tumor tissue specimens available for pathological diagnosis, detection of PD-L1 expression and biomarkers prior to randomization (the tumor tissue specimens must be freshly obtained or archived samples within 3 months prior to enrollment; tumor tissue specimens must be the samples of histological category, including but not limited to the tissue punctured by core needle and hollow needle, tissue acquired by bronchoscopic clamp, surgically resected samples; the samples acquired by fine needle puncture and bronchial brushing are not acceptable);",inclusion
NCT04158440,"Being willing and able to comply with the visits, treatment plan, laboratory examinations and other study procedures scheduled in the study;",inclusion
NCT04158440,pulmonary function test being able to withstand the planned pneumonectomy evaluated by surgeons; Women of childbearing potential must undergo serum pregnancy test within 3 hours prior to the first dose and the result must be negative. Female subjects of childbearing potential and male subjects whose partners are women of childbearing potential must agree to use highly effective contraceptive methods during the study period and within 180 days after the last dose of study drug.,inclusion
NCT04158440,Women of childbearing potential must undergo serum pregnancy test within 3 days prior to the first dose and the result must be negative. Female subjects of childbearing potential and male subjects whose partners are women of childbearing potential must agree to use highly effective contraceptive methods during the study period and within 180 days after the last dose of study drug,inclusion
NCT04158440,"Presence of locally advanced, unresectable or metastatic disease; unresectable includes the unresectable defined in the Chinese expert consensus on the multidisciplinary diagnosis and treatment for stage III non-small cell lung cancer (2019), including partial stage IIIA and IIIB and all the stage IIIC; N2: single station mediastinal lymph node metastasis with short diameter ≥3cm; N2: multiple station mediastinal lymph node metastasis with lymph node fusion and the short diameter of lymph node ≥2cm on CT; ALL the N3; T4: invading esophagus, heart, aorta;",exclusion
NCT04158440,"NSCLC involving superior sulcus, large cell neuroendocrine carcinoma (LCNEC), sarcomatoid tumor;",exclusion
NCT04158440,"Participants with known EGFR sensitive mutations or ALK translocation, EGFR and ALK mutation status needs to be identified for the subjects with non-squamous cell carcinoma;",exclusion
NCT04158440,"Previous treatment with systemic antitumor therapy for early NSCLC, including investigational product;",exclusion
NCT04158440,"History of (non-infectious) pneumonitis/interstitial lung disease requiring steroid treatment, or ongoing pneumonitis/interstitial lung disease requiring steroid treatment;",exclusion
NCT04158440,Active infection requiring systemic treatment;,exclusion
NCT04158440,"Subjects with any known or suspected autoimmune disorder or immunodeficiency, with the following exceptions: hypothyroidism, hormone therapy is not needed, or well controlled at physiological dose; controlled type I diabetes;",exclusion
NCT04158440,Uncontrolled active hepatitis B (defined as positive hepatitis B surface antigen \[HBsAg\] in screening period with HBV-DNA detected higher than the upper limit of normal at the clinical laboratory of the study center); (the subjects with HBV-DNA assay \<500 IU/mL within 28 days prior to randomization who have received local standard antiviral therapy for at least 14 days and are willing to receive antiviral therapy continuously during the study can be enrolled); active hepatitis C (defined as positive hepatitis C surface antibody \[HCsAb\] in screening period and positive HCV-RNA);,exclusion
NCT04158440,Known human immunodeficiency virus (HIV) infection (known positive HIV antibody);,exclusion
NCT04158440,"Vaccination of live vaccine within 30 days prior to the first dose. Including but not limited to the following: parotitis, rubella, measles, varicella/ herpes zoster (varicella), yellow fever, Rabies, Bacille Calmette-Guérin (BCG) and typhoid vaccine (inactivated virus vaccine allowed);",exclusion
NCT04158440,≥ Grade 2 peripheral neuropathy;,exclusion
NCT04158440,"Previous use of PD-1/PD-L1 agent or the drug acting on another targeted T cell receptor (e.g., CTLA-4, OX-40);",exclusion
NCT04158440,Severe allergic reaction to other monoclonal antibodies;,exclusion
NCT04158440,"History of serious allergy to Pemetrexed, paclitaxel or docetaxel, cisplatin, carboplatin or its preventive medications;",exclusion
NCT04158440,"Known serious or uncontrolled pre-existing diseases; including but not limited to cardiovascular events with hemodynamic instability, symptomatic cerebrovascular events, and hepatic cirrhosis above Child-Pugh A within 6 months;",exclusion
NCT04158440,"History or current evidence of any disease, therapy or abnormal laboratory examination that may confuse the study results, interfere with subject's participation in the full course of the study or not meet the best interest of subject's participation in the study, as judged by investigators;",exclusion
NCT04158440,"Other malignant tumors within 5 years prior to the first dose, except non-small cell lung cancer. The malignant tumors with negligible risk of metastasis or death (e.g., expected disease-free survival \> 5 years) and expected to achieve radical outcomes after treatment (e.g., sufficiently treated carcinoma in situ of cervix, basal or squamous cell skin cancer, ductal carcinoma in situ treated for radical surgery) can be excluded.",exclusion
NCT01411189,"Inclusion Criteria:

Inpatients or outpatients of either sex who require therapeutic upper gastrointestinal endoscopy and meet criteria (1), (4), (6) and one from (2), (3) or (5) in the study. Patients have to provide written informed consent for voluntary participation in the study. The criteria (2) to (4) will be confirmed by the endoscopic observation just before starting the intended treatment.",inclusion
NCT01411189,"Patients who require therapeutic upper gastrointestinal endoscopy (polypectomy, endoscopic hemostasis, PEG, EMR and ESD)",inclusion
NCT01411189,"Patients with a differentiated-type intramucosal gastric cancer located in the upper or middle third of the stomach (≤2 cm in size, no ulcer finding, EMR or ESD)",inclusion
NCT01411189,"Patients with a gastric adenoma (≤2 cm in size, no ulcer finding, EMR or ESD)",inclusion
NCT01411189,Patients with an a single intended lesion for the treatment,inclusion
NCT01411189,Patients without experience of PEG tube placement in case of PEG tube placement,inclusion
NCT01411189,Patients who are older than 20 years at the time of consent,inclusion
NCT01411189,"Exclusion Criteria:

Patients who meet any of the following criteria will be excluded from the study beforehand. The criteria (3) and (4) will be confirmed by the endoscopic observation just before starting the intended treatment.",exclusion
NCT01411189,Patients with a history of surgery to the upper gastrointestinal tract,exclusion
NCT01411189,Patients who require emergency endoscopy,exclusion
NCT01411189,Patients with severe gastric stenosis or deformation which makes observation of gastric peristalsis difficult,exclusion
NCT01411189,Patients who require emergency endoscopic treatment except for the intended lesion,exclusion
NCT01411189,Patients with an ongoing cancer treatment (chemotherapy or radiotherapy),exclusion
NCT01411189,Patients with known bleeding tendency or Patients with difficulty of antithrombogenic agents withdrawal,exclusion
NCT01411189,Patients with a history of shock or hypersensitivity to l-menthol or peppermint oil,exclusion
NCT01411189,"Pregnant or lactating women, women of childbearing potential, or women who plan to become pregnant during the study",exclusion
NCT01411189,Patients who have received other investigational drugs within four months before consent or who are participating in other clinical studies,exclusion
NCT01411189,Patients otherwise ineligible for participation in the study in the investigator's opinion,exclusion
NCT05914168,Women referred for unilateral or bilateral 2D and 3D mammography;,inclusion
NCT05914168,Women able and willing to comply with study procedures;,inclusion
NCT05914168,Women able and willing to participate in this study who have signed and dated the informed consent form; and,inclusion
NCT05914168,"Women surgically sterile or postmenopausal or, the possibility of pregnancy is ruled out based on a negative urine pregnancy test",inclusion
NCT05914168,Women who have been previously included in this study; or,exclusion
NCT05914168,"Be a minor, protected adult, adult deprived of liberty by judicial or administrative decision, pregnant, parturient or a breastfeeding mother; or",exclusion
NCT05914168,Women with BRCA 1 or BRCA 2 gene mutation,exclusion
NCT05261750,Patients who tested positive EBV and confirmed suffering advanced nasopharyngeal cancer,inclusion
NCT05261750,Patients who have partial response or stable disease or progressive disease after performed standard therapy (radiology or chemoradiation) based on RECIST,inclusion
NCT05261750,Did not take traditional medicine in the last 2 months.,inclusion
NCT05261750,Patients can understand the nature of the study and willing to sign informed consent,inclusion
NCT05261750,Patients who received standard medical (radiology or chemoradiation) up to one additional therapy in the last 1 month.,inclusion
NCT05261750,"Patients who are pregnant, planning to pregnant, or breastfeeding",exclusion
NCT05261750,Patients assessed to require chemoradiation during this study,exclusion
NCT05261750,Patients who get complete score after undergo standard therapy (radiology or chemoradiation) based on the RECIST,exclusion
NCT05261750,"Patients who have autoimun reaction, eczema, allergy or allergy history, and anaphylaxis",exclusion
NCT05261750,"Patients who have creatinin clearance result \<40 ml/min, bilirubin serum \>1.5x above normal, SGPT-SGOT \>5x above normal",exclusion
NCT05261750,"Patients on immunosuppressive medications, such as corticosteroids",exclusion
NCT05261750,Patients who undergo Major thoracic or abdominal operation,exclusion
NCT05261750,Patients on high medical risk condition due to uncontrolled infection,exclusion
NCT05261750,"Patients who diagnosed positive of Hepatitis B, Hepatitis C or Human Immunodeificiency virus (HIV)",exclusion
NCT05261750,Patients who have concurrent congestive heart failure history and other heart disease,exclusion
NCT05261750,Patients who have health conditions assessed by the doctor in charge cannot be included in this clinical trial,exclusion
NCT05261750,Patients who refuse or did not participate in part or all of the research process,exclusion
NCT02091050,Malignant neoplasm of the cervix or endometrium;,inclusion
NCT02091050,Tomography scan available in the planning system.,inclusion
NCT02091050,Patients did not undergo surgery as initial treatment;,exclusion
NCT02091050,Patients without available tomography for planning;,exclusion
NCT00003591,"DISEASE CHARACTERISTICS: Histologically confirmed nonmetastatic, unresectable pancreatic adenocarcinoma No evidence of metastatic disease in the major viscera and no peritoneal seeding Residual disease after resection (R-1 or -2 micro- and macroscopic residual) eligible if measurable disease on the post operative CT or MRI scan Recurrent disease following radical surgery is eligible All malignant disease must be encompassable within a single irradiation field Must be a radiographically assessable disease CT with 5 mm cuts or spiral CT

PATIENT CHARACTERISTICS: Age: 18 and over Performance status: Karnofsky 60-100% Life expectancy: Not specified Hematopoietic: Granulocyte count at least 1,800/mm3 Platelet count at least 100,000/mm3 Hepatic: Bilirubin no greater than 2 mg/dL Biliary system stented Renal: Creatinine less than 3.0 mg/dL OR Creatinine clearance at least 40 mL/min Other: If patients have biliary or gastroduodenal obstruction, they must have drainage prior to starting chemoradiation Oral intake of at least 1,500 calories per day No significant infection or other coexistent medical condition

PRIOR CONCURRENT THERAPY: Biologic therapy: Not specified Chemotherapy: No prior paclitaxel At least 4 weeks since prior gemcitabine No other prior chemotherapy Endocrine therapy: Not specified Radiotherapy: No prior radiotherapy to the planned field Surgery: See Disease Characteristics",inclusion
NCT03971591,Self-identify as Black or African American,inclusion
NCT03971591,Diagnosed with non-metastatic Prostate Cancer (cancer that has NOT spread elsewhere in the body),inclusion
NCT03971591,Completed all treatments (including Androgen Deprivation Therapy) at least six months prior to enrollment,inclusion
NCT03971591,Able to participate in moderate physical activity as assessed by healthcare provider,inclusion
NCT03971591,Exercise less than the ACS recommended guideline of 150 min/week or 30 min/day.,inclusion
NCT03971591,Fruit and vegetable consumption is less than 5 servings each day.,inclusion
NCT03971591,Lift Weights or engage in strength training less than twice a week.,inclusion
NCT03971591,Can walk continuously for 5 minutes without stopping because of pain or shortness of breath.,inclusion
NCT03971591,Approval from Primary Care Provider/Medical Oncologist,inclusion
NCT03971591,Available to attend intervention,inclusion
NCT03971591,• Does not meet the Inclusion Criteria,exclusion
NCT05766891,"Scheduled for a unilateral, breast surgical procedure, ± SLND",inclusion
NCT05766891,"Able to read, write and speak English or Spanish",inclusion
NCT05766891,Able to sign a written informed consent and be willing to follow protocol requirements,inclusion
NCT05766891,Extreme mobility issues that preclude participating in the study,exclusion
NCT05766891,Major thought disorders such as schizophrenia or uncontrolled bipolar disorder or PTSD,exclusion
NCT05766891,Current pain 2 or above on 0-10 scale,exclusion
NCT05766891,Co-mobilities such as uncontrollable diabetes or hypertension,exclusion
NCT05766891,Plastic surgery involvement for oncoplastic reconstruction,exclusion
NCT05766891,Have undergone chemotherapy for current breast cancer diagnosis,exclusion
NCT05766891,Surgery is likely greater than 3 hours,exclusion
NCT05766891,Patients with hearing loss that could preclude HS facilitation,exclusion
NCT05766891,Known allergy to propofol or other medications used during surgery,exclusion
NCT05275374,"Advanced malignant solid tumor patients with a BRAF V600 mutation (limited to melanoma, colorectal cancer, non-small cell lung cancer, or thyroid cancer).",inclusion
NCT05275374,Must have failed conventional treatment or for whom no therapy of proven efficacy exists or who is not eligible for established treatment options. Prior treatment with BRAF inhibitors and/or MEK inhibitors is permitted；,inclusion
NCT05275374,At least one measurable lesion (brain metastasis must not be the only measurable lesion) according to Response Evaluation Criteria in Solid Tumours (RECIST v1.1);,inclusion
NCT05275374,ECOG performance status of 0 or 1;,inclusion
NCT05275374,"Adequate liver, renal, coagulation, cardiac, and hematologic function.",inclusion
NCT05275374,A negative pregnancy test if female patient is of reproductive potential.,inclusion
NCT05275374,"For men and women of reproductive potential, agreement to use an effective contraceptive method from the time of screening and throughout their time on study.",inclusion
NCT05275374,"Patients must agree to, and be capable of, adhering to the study visit schedule and all other protocol requirements;",inclusion
NCT05275374,"Patients must understand and voluntarily sign the written informed consent form, before the initiation of any study-specific procedures in the trial.",inclusion
NCT05275374,"Active central nervous system (CNS) lesions. However, patients with asymptomatic and brain metastases who received treatment (including targeted brain radiotherapy, surgical treatment, glucocorticoid or other treatments) without disease progression for ≥ 3 months are eligible.",exclusion
NCT05275374,"Patients who received radiotherapy, immunotherapy, hormone therapy, targeted therapy, biotherapy, traditional Chinese medicine therapy, chemotherapy or any clinical trial treatment within 14 days before the first dose.",exclusion
NCT05275374,Patients who have persistent toxicity caused by previous chemotherapeutic drugs or radiotherapy has not recovered to lower than grade 2 (except hair loss) according to CTCAE version 5.0;,exclusion
NCT05275374,Patients who are allergic to active substances or excipients of XP-102 or trametinib.,exclusion
NCT05275374,"Significant traumatic injury within 28 days before the first dose of the investigational drug, or if major surgery is anticipated during the course of study treatment;",exclusion
NCT05275374,"According to the judgment of the investigator, patients with dysphagia, or any gastrointestinal diseases that may affect drug absorption or activity;",exclusion
NCT05275374,Administration of strong inhibitors or inducers of CYP3A4 liver metabolic enzymes within 14 days before the first dose of the investigational drug;,exclusion
NCT05275374,Patients who are receiving drugs that may prolong QT interval and unable or unwilling to stop treatment or switch to other alternative treatment before study enrollment;,exclusion
NCT05275374,"Symptomatic active fungal, bacterial and/or viral infections; including known HIV, active hepatitis B, active hepatitis C or active syphilis infection.",exclusion
NCT05275374,"Any poorly controlled disorders (such as serious mental, neurological, cardiovascular, respiratory, digestive, urinary, bleeding and coagulation, or other system diseases) that may significantly affect the clinical trial;",exclusion
NCT05275374,Other situations not suitable for participation in the study as judged by the investigator.,exclusion
NCT04891874,"tumor adjacent to the main trunk of hepatic vein, cava vena, or to the major branch of portal vein (including the lobar branch at least);",inclusion
NCT04891874,no previous treatment before surgery;,inclusion
NCT04891874,Child-Pugh score A for hepatic function.,inclusion
NCT04891874,pathologically proved positive resection margin;,exclusion
NCT04891874,severe cirrhosis with hypersplenism or esophageal and gastric varices;,exclusion
NCT04891874,4-weeks postoperative examination revealed α-fetal protein(AFP) still positive or new lesion in remnant liver;,exclusion
NCT04891874,postoperative complications required a secondary operation or more than 3 weeks'recovery from surgery.,exclusion
NCT05394818,"Patients with histologically or cytologically confirmed unresectable locally advanced or metastatic solid tumors which is relapsed or refractory to standard treatment, or lack of standard treatment, or standard treatment is not applicable currently;",inclusion
NCT05394818,Have at least one measurable tumor lesion per RECIST v1.1;,inclusion
NCT05394818,ECOG performance status of 0-1;,inclusion
NCT05394818,Adequate bone marrow and organ function.,inclusion
NCT05394818,Subjects must voluntarily agree to participate in the trial and sign a written informed consent form.,inclusion
NCT05394818,Patients with active central nervous system metastases or meningeal metastases;,exclusion
NCT05394818,Ongoing or previous anti-tumor therapies within 4 weeks prior to the first dose of study drug;,exclusion
NCT05394818,Prior treatment with antibody-drug conjugate (ADC) consisting of topoisomerase I inhibitors;,exclusion
NCT05394818,History of serious cardiovascular and cerebrovascular diseases;,exclusion
NCT05394818,Severe infection within 4 weeks prior to the first dose;,exclusion
NCT05394818,Adverse reactions of previous anti-tumor treatment have not recovered to Grade ≤ 1 per NCI-CTCAE v5.0.,exclusion
NCT01215318,Inclusion criteria: premenopausal women with known or suspected malignancies who regularly used vaginal tampons during menstruation and thus were familiar with their use,inclusion
NCT01215318,Exclusion criteria: No cervical or genital carcinoma. No vaginal infection.,exclusion
NCT07264790,Genetic predisposition to cancer,inclusion
NCT07264790,Undergoing bilateral prophylactic mastectomy with same-day breast reconstruction,inclusion
NCT07264790,Capable of giving informed consent,inclusion
NCT07264790,Currently pregnant or planning to be pregnant (for women of child-bearing potential),exclusion
NCT00165490,"Adenocarcinoma or squamous cell carcinoma of the esophagus, including the gastroesophageal junction, histologically confirmed, stage IIA, IIB and III.",inclusion
NCT00165490,ECOG performance status of 0 or 1.,inclusion
NCT00165490,"Neutrophils greater or equal to 1,500/ul",inclusion
NCT00165490,"Platelets greater or equal to 100,000/ul",inclusion
NCT00165490,Serum bilirubin less or equal to 1.5mg/ul,inclusion
NCT00165490,Serum creatinine less or equal to 1.5mg/ul,inclusion
NCT00165490,AST or SGOT less or equal to 2.5x upper normal limit,inclusion
NCT00165490,Alkaline phosphatase less or equal to 5x upper normal limit,inclusion
NCT00165490,Prior surgery for esophageal or gastro-esophageal junction cancer.,exclusion
NCT00165490,Prior chemotherapy or radiation therapy,exclusion
NCT00165490,Biopsy proven tumor invasion of the tracheobronchial tree or tracheo-esophageal fistula.,exclusion
NCT00165490,Metastatic disease to distant organs or non-regional lymph nodes.,exclusion
NCT00165490,Co-morbid disease that in the opinion of the investigator makes combined chemo-radiotherapy inadvisable.,exclusion
NCT00165490,Patients with known Gilbert's Disease or interstitial pulmonary fibrosis.,exclusion
NCT00165490,Peripheral neuropathy (Grade 2),exclusion
NCT00165490,Prior cetuximab or other therapy that specifically and directly targets the EGF pathway.,exclusion
NCT06471660,Be a caregiver for a family member (or chosen family member) with dementia,inclusion
NCT06471660,Have been caregiving for at least 2 months,inclusion
NCT06471660,Live at home with the care recipient,inclusion
NCT06471660,Not be paid for the care provided,inclusion
NCT06471660,Not be a caregiver for a family member (or chosen family member) with dementia,exclusion
NCT06471660,Have been caregiving for less than 2 months,exclusion
NCT06471660,Not live at home with the care recipient,exclusion
NCT01266460,"Patients must have persistent or recurrent squamous or non-squamous cell carcinoma, adenosquamous carcinoma, or adenocarcinoma of the cervix with documented disease progression (disease not amenable to curative therapy); histologic confirmation of the original primary tumor is required via the pathology report",inclusion
